name,male,female,related
Nikolai,1,0,"Kolya,Nikola,Nikolay"
Nikolaos,1,0,"Nicolaos,Nicolaus,Nik,Nikolas,Nikos"
Nikolas,1,1,"Colin,Collin,Nic,Nicholas,Nick,Nickolas,Nicky,Nicolaos,Nik,Nikolaos,Nikos"
Nikolaus,1,0,"Claus,Klaus,Nico,Nicolaus,Niklaus,Niko"
Nikole,0,1,"Nichole,Nicky,Nicole,Niki,Nikki"
Nikos,1,0,"Nicolaos,Nik,Nikolaos,Nikolas"
Nila,0,1,"Neela,Neelam,Neelima,Nilam,Nilima"
Nilda,0,1,Brunilda
Niles,1,0,
Nils,1,0,"Claes,Klas,Nicolai,Niklas,Nikolaj,Nis"
Nima,1,1,
Nina,1,1,"Antonina,Gianna,Giannina,Giò,Giovanna,Nena,Nikolina,Ninette,Ninochka,Tonya,Vanna,Žana"
Ninette,0,1,Nina
Nino,1,1,"Antonino,Gian,Gianni,Giannino,Giò,Giovanni,Vanni"
Nisa,0,1,
Nisha,0,1,
Nishant,1,0,
Nissa,0,1,
Nita,0,1,Anita
Nithya,0,1,
Nitin,1,0,Nithin
Nitya,1,1,
Nitza,0,1,
Nixon,1,1,
Nizhoni,0,1,
Nnamdi,1,0,
Nneka,0,1,
Noa,1,1,Noé
Noah,1,1,
Noam,1,1,Noham
Noble,1,1,
Noe,1,1,
Noel,1,1,Noelle
Noelani,0,1,
Noelia,0,1,
Noella,0,1,
Noelle,1,1,Noel
Noemi,1,1,
Nohemi,0,1,
Nola,1,1,"Finnguala,Finnuala,Finola,Fionnghuala,Fionnuala,Fionola,Magnolia,Nuala"
Nolan,1,1,
Nona,0,1,
Nonie,0,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Honora,Ione,Lenora,Lenore,Nell,Nelle,Nora,Norah,Noreen,Norene"
Noor,1,1,"Eleonora,Ellen,Noora,Noortje,Nora,Norah,Nour,Noura,Nur,Nura"
Noora,0,1,"Noor,Nora,Norah,Nour,Noura,Nur,Nura"
Nora,1,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Eleonor,Eleonora,Eleonore,Elinor,Ella,Elle,Ellen,Ellie,Ellinor,Elly,Elnora,Honora,Lenora,Lenore,Leonora,Lore,Nell,Nelle,Nóirín,Nonie,Noor,Noora,Noortje,Nóra,Norah,Noreen,Norene,Norina,Nour,Noura,Nur,Nura,Onóra"
Norah,1,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Honora,Lenora,Lenore,Nell,Nelle,Nóirín,Nonie,Noor,Noora,Nóra,Nora,Noreen,Norene,Nour,Noura,Nur,Nura,Onóra"
Norbert,1,1,
Norberto,1,0,
Noreen,0,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Honora,Lenora,Lenore,Nell,Nelle,Nóirín,Nonie,Nóra,Nora,Norah,Norene,Onóra"
Norene,0,1,"Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Honora,Lenora,Lenore,Nell,Nelle,Nóirín,Nonie,Nóra,Nora,Norah,Noreen,Onóra"
Nori,1,1,
Norm,1,0,Norman
Norma,1,1,
Norman,1,1,Norm
Normand,1,0,
Norris,1,1,
Norton,1,0,
Norwood,1,0,
Nosson,1,0,
Nour,1,1,"Noor,Noora,Nora,Norah,Noura,Nur,Nura"
Noura,0,1,"Noor,Noora,Nora,Norah,Nour,Nur,Nura"
Nova,1,1,
Novella,0,1,
Nubia,0,1,
Nuha,0,1,
Nunzio,1,0,Annunziato
Nur,1,1,"Noor,Noora,Nor,Nora,Norah,Nour,Noura,Nura"
Nura,0,1,"Noor,Noora,Nora,Norah,Nour,Noura,Nur"
Nuri,1,1,
Nuria,0,1,
Nyah,1,1,Nia
Nydia,0,1,Nidia
Nyla,0,1,Nylah
Nylah,0,1,Nyla
Nyree,1,1,
Nyssa,0,1,
Oakley,1,1,
Oaklyn,1,1,Oaklynn
Oaklynn,1,1,Oaklyn
Obadiah,1,0,
Obed,1,0,
Ocean,1,1,
Octavia,1,1,
Octavian,1,0,
Octavio,1,1,
Octavius,1,1,
Oda,1,1,Auda
Odalis,1,1,Odalys
Odalys,0,1,Odalis
Odelia,0,1,
Odell,1,1,
Oden,1,0,"Odin,Óðinn"
Odessa,1,1,
Odetta,0,1,
Odette,0,1,Odile
Odile,0,1,Odette
Odilia,0,1,"Auda,Odila"
Odin,1,0,"Oden,Óðinn"
Ofelia,1,1,
Ogden,1,0,
Oksana,0,1,"Ksenia,Kseniya,Oxana"
Ola,1,1,"Aleksandra,Olaf,Olav,Ole,Olle,Olof,Olov"
Olaf,1,0,"Ola,Olav,Ole,Oluf"
Olamide,1,1,
Ole,1,0,"Ola,Olaf,Olav,Oluf"
Olena,0,1,
Olga,1,1,"Oili,Olgica,Olha,Olja,Olya"
Oliva,1,1,
Olive,1,1,Ollie
Oliver,1,1,"Oli,Olle,Ollie,Olly"
Olivette,0,1,
Olivia,1,1,"Alivia,Liv,Livia,Livvy,Livy,Ollie,Viivi,Vivi"
Olivier,1,1,
Ollie,1,1,"Alivia,Liv,Livia,Livvy,Livy,Oli,Olive,Oliver,Olivia,Olly"
Olympia,0,1,
Olyvia,0,1,"Alivia,Liv,Livia,Livvy,Livy,Olivia,Ollie"
Om,1,0,
Omar,1,1,Umar
Omari,1,1,
Omega,1,1,
Omer,1,1,
Omid,1,0,
Omri,1,1,
Ona,1,1,"Maria,Mariona"
Oneida,0,1,
Oona,0,1,"Oonagh,Úna"
Opal,1,1,
Ophelia,1,1,
Ora,1,1,"Orah,Orit"
Oral,1,1,
Oralee,0,1,
Oran,1,0,"Odhrán,Odran,Orrin"
Orel,1,1,
Oren,1,1,
Ori,1,1,
Oriana,0,1,
Orion,1,1,
Orla,1,1,"Órfhlaith,Orlagh,Órlaith"
Orlanda,1,1,
Orlando,1,1,Rolando
Orly,0,1,Orli
Ormond,1,0,
Orpha,0,1,
Orrin,1,0,"Odhrán,Odran,Oran"
Orson,1,0,
Orval,1,1,Orville
Orville,1,1,Orval
Osama,1,0,Usama
Osborn,1,0,"Oz,Ozzie,Ozzy"
Osborne,1,0,
Oscar,1,1,"Óscar,Oskar"
Oshea,1,1,
Osiris,1,1,Asar
Oskar,1,0,Oscar
Osman,1,0,
Osvaldo,1,1,
Oswald,1,0,"Oz,Ozzie,Ozzy"
Othello,1,1,
Othniel,1,0,
Otho,1,0,
Otilia,0,1,
Otis,1,1,
Ottilia,0,1,
Ottilie,0,1,Odilie
Otto,1,1,"Audo,Odilo,Odo"
Ouida,0,1,
Oumar,1,0,"Oumarou,Umaru"
Ousmane,1,0,
Ovid,1,0,
Ovidio,1,0,
Owen,1,1,"Eoghan,Owain"
Ozias,1,0,
Oziel,1,0,
Ozzie,1,1,"Osborn,Oswald,Oz,Ozzy"
Ozzy,1,1,"Osborn,Oswald,Oz,Ozzie"
Pa,1,1,
Pablo,1,1,
Pace,1,1,
Pacey,1,1,
Paden,1,1,
Padraic,1,0,
Padraig,1,0,
Page,1,1,
Paige,1,1,
Paislee,0,1,Paisley
Paisley,1,1,Paislee
Palmer,1,1,
Palmira,0,1,
Paloma,0,1,
Pam,1,1,"Pamela,Pamelia,Pamella"
Pamela,1,1,"Pam,Pamelia,Pamella"
Pamelia,0,1,"Pam,Pamela,Pamella"
Pamella,0,1,"Pam,Pamela,Pamelia"
Pamila,0,1,"Pam,Pamela,Pamelia,Pamella"
Panagiota,0,1,
Panagiotis,1,0,"Panagiotakis,Panayiotis,Panos,Takis"
Pandora,0,1,
Pansy,0,1,
Paola,1,1,
Paolo,1,0,
Pari,0,1,
Paris,1,1,
Parisa,0,1,
Parker,1,1,
Parris,1,1,
Parry,1,0,
Parth,1,0,
Parthenia,0,1,
Pascal,1,1,
Pascale,0,1,Pascaline
Paschal,1,0,
Pascual,1,0,
Pasha,1,1,Pavel
Pasquale,1,0,"Lino,Pasqualino"
Pasqualina,0,1,
Pat,1,1,"Patrice,Patricia,Patrick,Patsy,Patti,Pattie,Patty,Tricia,Trish,Trisha"
Patience,1,1,
Patrice,1,1,"Pat,Patricia,Patsy,Patty,Tricia,Trish,Trisha"
Patricia,1,1,"Pat,Patrice,Patsy,Patti,Pattie,Patty,Tricia,Trish,Trisha"
Patricio,1,1,
Patrick,1,1,"Paddy,Pádraic,Pádraig,Pat,Patsy"
Patrik,1,0,
Patryk,1,0,
Patsy,1,1,"Martha,Martie,Pádraic,Pádraig,Pat,Patrice,Patricia,Patrick,Patti,Pattie,Patty,Tricia,Trish,Trisha"
Patti,1,1,"Martha,Martie,Pat,Patrice,Patricia,Patsy,Pattie,Patty,Tricia,Trish,Trisha"
Pattie,1,1,"Martha,Martie,Pat,Patrice,Patricia,Patsy,Patti,Patty,Tricia,Trish,Trisha"
Patton,1,1,
Patty,1,1,"Martha,Martie,Pat,Patrice,Patricia,Patsy,Patti,Pattie,Tricia,Trish,Trisha"
Paul,1,1,"Paavo,Pål,Palle,Paulie,Poul"
Paula,1,1,"Pauletta,Paulinha,Pavica"
Paulene,0,1,Pauline
Pauletta,0,1,Paula
Paulette,1,1,Paule
Paulina,1,1,Lina
Pauline,1,1,
Paulino,1,0,
Paulo,1,0,Paulinho
Pavel,1,0,"Pasha,Paviel"
Pax,1,1,
Paxton,1,1,
Payton,1,1,
Paz,1,1,
Peace,1,1,
Pearce,1,1,
Pearl,1,1,"Pearle,Pearlie"
Pearle,0,1,"Pearl,Pearlie"
Pearlie,1,1,"Pearl,Pearle"
Peder,1,0,"Pär,Peer,Pehr,Pelle,Per,Peter,Petter"
Pedro,1,1,Pedrinho
Peg,0,1,"Madge,Mae,Maggie,Mamie,Margaret,Margaretta,Marge,Margery,Margie,Marjorie,Marjory,May,Mayme,Meg,Peggie,Peggy"
Peggie,0,1,"Madge,Mae,Maggie,Mamie,Margaret,Margaretta,Marge,Margie,May,Mayme,Meg,Peg,Peggy"
Peggy,1,1,"Madge,Mae,Maggie,Mamie,Margaret,Margaretta,Marge,Margie,May,Mayme,Meg,Peg,Peggie"
Penelope,1,1,"Pen,Penny"
Penny,1,1,"Pen,Penelope"
Percival,1,0,"Perceval,Percy"
Percy,1,1,"Perce,Percival"
Perez,1,0,
Peri,1,1,
Perla,1,1,Perlita
Perlie,1,1,"Pearl,Pearle,Pearlie"
Permelia,0,1,
Perry,1,1,
Persephone,0,1,
Perseus,1,1,
Persis,0,1,
Petar,1,0,"Pece,Pejo,Pencho,Penko,Perica,Pero,Petre"
Pete,1,1,Peter
Peter,1,1,"Pär,Peder,Peer,Pehr,Pelle,Per,Pete,Petrus,Petter,Piet,Pieter"
Petra,1,1,"Penka,Péťa,Peťa,Peta,Petia,Petrana,Petruška,Petya"
Petrina,0,1,"Peta,Petra"
Petros,1,0,Bedros
Peyton,1,1,
Phaedra,0,1,Phaidra
Phebe,0,1,
Phelan,1,1,"Faolán,Fillin"
Pheobe,0,1,Phoebe
Phil,1,1,"Philip,Phillip,Pip"
Philbert,1,0,Philibert
Philemon,1,0,
Philip,1,1,"Filip,Flip,Phil,Phillip,Pip"
Philipp,1,0,
Philippa,0,1,"Pip,Pippa"
Philippe,1,0,
Phillip,1,1,"Phil,Philip,Pip"
Phillis,1,1,"Phyliss,Phyllis"
Philomena,0,1,
Philomene,0,1,
Phineas,1,0,
Phoebe,1,1,"Pheobe,Phoibe"
Phoenix,1,1,
Phuong,1,1,
Phyliss,0,1,"Phillis,Phyllis"
Phyllis,1,1,"Phillis,Phyliss"
Pia,0,1,
Pierce,1,1,
Piero,1,0,"Pierino,Pietro"
Pierre,1,1,Pierrick
Pieter,1,0,"Peter,Petrus,Piet"
Pietro,1,0,"Pierino,Piero"
Pilar,1,1,Pili
Pinchas,1,0,Pinhas
Piotr,1,0,
Piper,1,1,
Pippa,0,1,"Philippa,Pip"
Placido,1,0,
Pola,0,1,Apolonia
Polina,0,1,"Apollinariya,Pavlina,Polya"
Pollie,0,1,"Mae,Mamie,Maralyn,Mariel,Marilyn,Marilynn,Marinda,Marlyn,Mary,Marylyn,May,Mayme,Merilyn,Mollie,Molly,Polly"
Polly,1,1,"Mae,Mamie,Maralyn,Mariel,Marilyn,Marilynn,Marinda,Marlyn,Mary,Marylyn,May,Mayme,Merilyn,Mollie,Molly,Pollie"
Pollyanna,0,1,
Pooja,0,1,Puja
Poppy,0,1,
Porfirio,1,0,
Porsche,0,1,
Porter,1,1,
Portia,1,1,
Praise,1,1,
Pranav,1,0,
Pratik,1,0,Prateek
Precious,1,1,
Presley,1,1,
Preston,1,1,
Price,1,1,
Primitivo,1,0,
Primo,1,0,
Primrose,0,1,
Prince,1,1,
Princess,1,1,
Priscila,0,1,
Priscilla,1,1,"Cece,Cissy,Pris,Prisca,Prissy,Scilla,Sissie,Sissy"
Priya,0,1,
Priyanka,0,1,
Prudence,0,1,"Pru,Prue"
Pryce,1,1,
Puja,0,1,Pooja
Qasim,1,0,
Qiana,0,1,"Kiana,Quiana"
Quan,1,1,
Quang,1,0,
Queen,1,1,Queenie
Queenie,0,1,Queen
Quentin,1,1,"Quinten,Quintin,Quinton"
Quetzalli,0,1,
Quiana,0,1,"Kiana,Qiana"
Quianna,0,1,"Kiana,Qiana,Quiana"
Quin,1,1,Quinn
Quincey,1,1,
Quincy,1,1,
Quinlan,1,1,
Quinn,1,1,
Quintella,0,1,
Quinten,1,0,"Quentin,Quintin,Quinton"
Quintin,1,1,"Quentin,Quinten,Quinton"
Quintina,0,1,
Quinton,1,1,"Quentin,Quinten,Quintin"
Rabia,0,1,
Rachael,1,1,"Racheal,Rachel,Rachelle,Rae,Raelyn,Raelynn,Richelle"
Racheal,0,1,"Rachael,Rachel,Rachelle,Rae,Raelyn,Raelynn,Richelle"
Rachel,1,1,"Rachael,Racheal,Rachelle,Rae,Raelyn,Raelynn,Rahel,Richelle"
Rachele,0,1,
Rachelle,1,1,"Rachael,Racheal,Rachel,Rae,Raelyn,Raelynn,Richelle"
Racquel,1,1,Raquel
Radha,0,1,Radhika
Radhika,0,1,Radha
Rae,1,1,"Rachael,Racheal,Rachel,Rachelle,Raelyn,Raelynn,Richelle"
Raegan,1,1,"Reagan,Regan"
Raelene,0,1,"Rachael,Racheal,Rachel,Rachelle,Rae,Raelyn,Raelynn,Richelle"
Raelyn,1,1,"Rachael,Racheal,Rachel,Rachelle,Rae,Raelynn,Richelle"
Raelynn,1,1,"Rachael,Racheal,Rachel,Rachelle,Rae,Raelyn,Richelle"
Rafael,1,1,"Rafa,Rafinha"
Rafaela,0,1,
Rafe,1,0,
Raffaela,0,1,
Raffaele,1,0,Raffaello
Raheem,1,1,Rahim
Rahim,1,0,Raheem
Rahma,0,1,
Rahman,1,0,
Rahul,1,0,
Raiden,1,1,
Rain,1,1,
Raina,0,1,"Radka,Radoslava,Raya,Rayna"
Rainbow,0,1,
Raine,1,1,
Rainer,1,1,"Raganhar,Reiner"
Rainier,1,1,
Raisa,0,1,Raya
Raj,1,0,
Raja,1,1,Raju
Rajesh,1,0,
Rajiv,1,0,Rajeev
Raleigh,1,1,
Ralph,1,1,"Ralf,Ralphie"
Ram,1,0,Rama
Rama,1,1,Ram
Ramiro,1,1,
Ramon,1,1,
Ramona,1,1,
Ramses,1,0,"Rameses,Ramesses,Ramessu,Rhamesses"
Ramsey,1,1,
Rana,1,1,
Randa,0,1,
Randal,1,1,
Randall,1,1,Randy
Randel,1,1,
Randell,1,1,
Randi,1,1,"Marinda,Miranda,Myranda,Randy"
Randolf,1,0,"Randolph,Randy"
Randolph,1,1,"Randolf,Randy"
Randy,1,1,"Marinda,Miranda,Myranda,Randall,Randi,Randolf,Randolph"
Rani,1,1,"Ron,Ronen"
Raniya,0,1,Ranya
Ranya,0,1,Raniya
Raoul,1,0,
Raphael,1,1,
Raquel,1,1,Racquel
Rasha,1,1,
Rashad,1,1,Rəşad
Rashaun,1,1,"Deshaun,Keshaun"
Rashawn,1,1,"Deshawn,Keshawn"
Rasheed,1,1,"Rachid,Rashid"
Rashid,1,0,"Rachid,Rashed,Rasheed"
Rashida,1,1,Rachida
Raul,1,1,
Raven,1,1,
Ravi,1,1,Rabi
Ray,1,1,Raymond
Raya,0,1,"Radka,Radoslava,Raina,Raisa,Rayna"
Rayan,1,1,Rayyan
Raylene,0,1,"Rae,Raelyn,Raelynn"
Raymond,1,1,Ray
Raymund,1,0,"Ray,Raymond"
Raymundo,1,0,
Rayna,0,1,"Radka,Radoslava,Raina,Raya,Reina"
Raynard,1,0,
Rayyan,1,1,Rayan
Raziel,1,1,
Reagan,1,1,"Raegan,Regan"
Reanna,0,1,Rhianna
Reba,1,1,"Becca,Becci,Becka,Beckah,Becky,Bekki,Rebecca"
Rebeca,1,1,
Rebecca,1,1,"Becca,Becci,Becka,Beckah,Becky,Bekki,Reba,Rebecka"
Rebeccah,0,1,"Becca,Becci,Becka,Beckah,Becky,Bekki,Reba,Rebecca"
Rebecka,0,1,Rebecca
Rebeckah,0,1,"Becca,Becci,Becka,Beckah,Becky,Bekki,Reba,Rebecca"
Rebeka,0,1,
Rebekah,1,1,
Rebekka,0,1,
Redmond,1,0,"Réamann,Redmund"
Reece,1,1,"Rees,Reese,Rhys"
Reed,1,1,
Reem,0,1,Rim
Reena,0,1,Rina
Rees,1,1,"Reece,Reese,Rhys"
Reese,1,1,"Reece,Rees,Rhys"
Regan,1,1,"Raegan,Reagan"
Regena,0,1,"Gena,Gina,Ina,Jeana,Jeanna,Regina"
Reggie,1,1,"Reg,Reginald,Reynold"
Regina,1,1,"Gena,Gina,Ina,Jeana,Jeanna,Regena,Regine"
Reginald,1,1,"Reg,Reggie,Reynold"
Regine,0,1,"Gina,Ina,Regina"
Regis,1,1,
Rei,1,1,
Reid,1,1,
Reign,1,1,
Reilly,1,1,
Reina,0,1,"Rayna,Reyes,Reyna"
Reinaldo,1,0,Reynaldo
Reinhold,1,0,"Raginald,Reinald"
Reino,1,0,
Reis,1,1,
Remi,1,1,
Remigio,1,0,
Remington,1,1,
Remo,1,0,
Remus,1,0,
Remy,1,1,
Ren,1,1,
Rena,1,1,"Rene,Renee"
Renae,1,1,
Renard,1,0,
Renata,1,1,"Renáta,Renate,Renia"
Renate,0,1,Renata
Renato,1,1,
Rene,1,1,"Rena,Renee"
Renee,1,1,"Rena,Rene"
Renia,0,1,Renata
Renie,1,1,"Rena,Rene,Renee"
Renita,0,1,
Renzo,1,0,"Enzo,Lorenzo,Loris"
Retha,0,1,
Reuben,1,1,"Reuven,Rube"
Reuel,1,0,
Reuven,1,0,Reuben
Reva,1,1,
Rex,1,1,
Reyes,1,1,Reina
Reyna,1,1,Reina
Reynaldo,1,1,Reinaldo
Reynard,1,0,Raynard
Reynold,1,0,Reginald
Reza,1,0,
Rhea,1,1,Rheie
Rheanna,0,1,"Reanna,Rhianna"
Rhett,1,1,
Rhetta,0,1,
Rhian,1,1,Rhianu
Rhianna,0,1,Reanna
Rhiannon,1,1,"Rhianon,Riannon"
Rhoda,1,1,
Rhona,0,1,
Rhonda,1,1,Ronda
Rhys,1,1,"Reece,Rees,Reese"
Ria,0,1,"Jet,Jette,Maaike,Maja,Mareike,Maria,Marieke,Mariele,Mariëlle,Marietta,Mariëtte,Marijke,Marike,Mariska,Marita,Marjo,Meike,Mia,Mieke,Miep,Mies,Mitzi"
Rian,1,1,Ryan
Rianne,0,1,
Rica,0,1,Frederica
Ricarda,0,1,
Ricardo,1,1,Rico
Riccardo,1,0,
Rich,1,0,"Dick,Richard,Richie,Rick,Rickey,Ricki,Rickie,Ricky,Ritchie"
Richa,0,1,
Richard,1,1,"Dick,Hardy,Rich,Richie,Rick,Rickard,Rickey,Ricki,Rickie,Ricky,Ricohard,Rikard,Riško,Rišo,Ritchie"
Richelle,0,1,"Rachael,Racheal,Rachel,Rachelle,Rae,Raelyn,Raelynn,Rochelle"
Richie,1,1,"Dick,Rich,Richard,Rick,Rickey,Ricki,Rickie,Ricky,Ritchie"
Rick,1,1,"Dick,Rich,Richard,Richie,Rickey,Ricki,Rickie,Ricky,Ritchie"
Rickard,1,0,"Richard,Rikard"
Rickey,1,1,"Dick,Rich,Richard,Richie,Rick,Ricki,Rickie,Ricky,Ritchie"
Ricki,1,1,"Dick,Rich,Richard,Richie,Rick,Rickey,Rickie,Ricky,Ritchie"
Rickie,1,1,"Dick,Rich,Richard,Richie,Rick,Rickey,Ricki,Ricky,Ritchie"
Ricky,1,1,"Dick,Rich,Richard,Richie,Rick,Rickey,Ricki,Rickie,Ritchie"
Rico,1,1,"Enrico,Ricardo"
Rida,1,1,Ridha
Ridge,1,0,
Ridley,1,1,
Ridwan,1,1,Rizwan
Rifka,0,1,
Rigel,1,1,
Rihanna,1,1,Rayhana
Rika,0,1,"Drika,Fredrika,Heike,Heintje,Hendrika,Hendrikje,Hendrina,Hennie,Henny"
Rikki,1,1,
Riley,1,1,Ryley
Rilla,0,1,
Rina,0,1,"Caterina,Catharina,Cato,Ina,Katinka,Katrien,Katrijn,Marijn,Marina,Marinella,Reena,Rinat,Rini,Riny,Tina,Tineke"
Rinaldo,1,0,
Rio,1,1,
Ripley,1,1,
Rishi,1,0,
Rita,1,1,"Greta,Margarita,Margherita"
Ritchie,1,1,"Dick,Rich,Richard,Richie,Rick,Rickey,Ricki,Rickie,Ricky"
Ritika,0,1,
Riva,0,1,Rivka
River,1,1,
Rivka,0,1,Riva
Riya,0,1,
Roan,1,1,Ronne
Rob,1,0,"Bob,Bobbie,Bobby,Robbe,Robbie,Robby,Robert,Robin"
Robbie,1,1,"Birdie,Bob,Bobbi,Bobbie,Bobby,Rob,Robby,Robert,Roberta,Robin"
Robby,1,1,"Bob,Bobbie,Bobby,Rob,Robbie,Robert,Robin"
Robena,0,1,"Roberta,Robyn"
Robert,1,1,"Bob,Bobbie,Bobby,Hrodebert,Hrodpreht,Rob,Robbe,Robbie,Robby,Robin,Rupert,Ruprecht"
Roberta,1,1,"Birdie,Bobbi,Bobbie,Robbie,Robertina,Robyn"
Roberto,1,1,Berto
Robin,1,1,"Bob,Bobbie,Bobby,Rob,Robbie,Robby,Robert"
Robina,0,1,"Roberta,Robyn"
Robyn,1,1,Roberta
Rocco,1,1,Rochus
Rochel,0,1,
Rochelle,1,1,Richelle
Rocio,1,1,
Rocky,1,1,
Rod,1,0,"Roddy,Roderick,Rodney"
Roddy,1,0,"Rod,Roderick,Rodney,Rory,Ruairi,Ruairidh,Ruaraidh,Ruaridh"
Roderic,1,0,
Roderick,1,1,"Rhydderch,Rod,Roddy,Ruairi,Ruairidh,Ruaraidh,Ruaridh"
Rodger,1,0,Rodge
Rodney,1,1,"Rod,Roddy"
Rodolfo,1,1,
Rodrigo,1,1,"Roi,Rui,Ruy"
Roel,1,0,"Roeland,Roelof,Roland,Rudolf"
Rogelio,1,1,
Roger,1,1,
Rogerio,1,0,
Rohan,1,1,
Rohit,1,0,
Roisin,0,1,
Rolan,1,0,
Roland,1,1,"Loránd,Lóránt,Roel,Roeland,Rolland,Roly"
Rolando,1,1,"Orlando,Roldán"
Rolf,1,0,"Roffe,Rudolf"
Rolland,1,1,"Roland,Roly"
Rollo,1,0,
Roma,1,1,Roman
Romain,1,1,
Romaine,1,1,Romane
Roman,1,1,Roma
Romana,0,1,
Romayne,1,1,Romaine
Romeo,1,0,
Romi,1,1,
Romina,0,1,
Romulo,1,0,
Romy,1,1,"Rosemarie,Rosemary"
Ron,1,1,"Ronald,Ronen,Ronnie,Ronny"
Rona,0,1,Ronit
Ronald,1,1,"Raghnall,Ron,Ronnie,Ronny"
Ronaldo,1,0,
Ronan,1,1,Rónán
Ronda,1,1,Rhonda
Ronen,1,0,Ron
Roni,1,1,"Ronnie,Veronica"
Ronit,1,1,"Rathnait,Rona"
Ronnette,0,1,
Ronnie,1,1,"Ron,Ronald,Roni,Ronny,Veronica"
Ronny,1,1,"Ron,Ronald,Ronnie"
Roosevelt,1,1,
Roque,1,0,
Rorie,1,1,
Rory,1,1,"Ruaidhrí,Ruairi,Ruairí,Ruairidh,Ruaraidh,Ruaridh"
Rosa,1,1,"Roos,Roosje,Rose,Rosella,Rosetta,Rosica,Rosie,Rosina,Rosinha,Rosita,Rositsa,Rosy"
Rosabel,0,1,"Rosa,Rose,Rosie,Rosy"
Rosabella,0,1,"Rosa,Rose,Rosie,Rosy"
Rosalba,0,1,
Rosaleen,0,1,"Ros,Rosalind,Rosaline,Roz"
Rosalia,0,1,Lia
Rosalie,1,1,
Rosalin,0,1,"Ros,Rosalind,Rosaline,Rosalyn,Roselyn,Roslyn,Roz"
Rosalina,0,1,"Lina,Rosalinda"
Rosalind,0,1,"Ros,Rosaline,Roz"
Rosalinda,1,1,Rosalina
Rosaline,0,1,"Ros,Rosalind,Roz"
Rosalva,0,1,
Rosalyn,0,1,"Ros,Rosalind,Rosaline,Roselyn,Roslyn,Roz"
Rosamaria,0,1,
Rosamond,1,1,"Ros,Roz"
Rosana,0,1,
Rosanna,1,1,
Rosanne,1,1,"Roseann,Roseanne,Rozanne"
Rosaria,0,1,
Rosario,1,1,Charo
Rosaura,0,1,
Roscoe,1,1,
Rose,1,1,"Rosa,Rosette,Rosie,Rosine,Rosy"
Roseann,0,1,"Rosanne,Roseanne,Rozanne"
Roseanne,0,1,"Rosanne,Roseann,Rozanne"
Roseline,0,1,
Rosella,1,1,"Rosa,Rosetta,Rosina"
Roselle,0,1,"Rose,Rosette,Rosine"
Roselyn,0,1,"Ros,Rosalind,Rosaline,Rosalyn,Roslyn,Roz"
Rosemarie,1,1,"Romy,Rosemary"
Rosemary,1,1,"Romy,Rosemarie"
Rosenda,0,1,
Rosendo,1,0,
Rosetta,1,1,"Rosa,Rosella,Rosina"
Rosette,0,1,"Rose,Rosine"
Roshan,1,1,
Roshni,0,1,
Rosie,1,1,"Rosa,Rose,Rosy"
Rosina,0,1,"Rosa,Rosella,Rosetta"
Rosita,0,1,Rosa
Roslyn,1,1,"Ros,Rosalind,Rosaline,Rosalyn,Roselyn,Roz"
Ross,1,1,
Rossana,0,1,
Roswell,1,0,
Rosy,0,1,"Rosa,Rose,Rosie"
Rowan,1,1,"Rowen,Ruadh,Ruadhán"
Rowen,1,1,Rowan
Rowena,0,1,
Rowland,1,0,Rowley
Roxana,1,1,"Rhoxane,Roxane,Roxanna,Roxanne,Roxie,Roxy,Ruxandra"
Roxane,0,1,"Roxana,Roxanna,Roxanne,Roxie,Roxy"
Roxanna,1,1,"Roxana,Roxane,Roxanne,Roxie,Roxy"
Roxanne,1,1,"Roxana,Roxane,Roxanna,Roxie,Roxy"
Roxie,1,1,"Roxana,Roxane,Roxanna,Roxanne,Roxy"
Roxy,1,1,"Roxana,Roxane,Roxanna,Roxanne,Roxie"
Roy,1,1,Ruadh
Royal,1,1,
Royale,1,1,
Royalty,1,1,
Royce,1,1,
Rozanne,0,1,"Rosanne,Roseann,Roseanne"
Rube,1,0,Reuben
Ruben,1,1,Rouben
Rubina,0,1,
Ruby,1,1,Rubye
Rubye,0,1,Ruby
Rudi,1,1,"Rolf,Rudolf,Ruedi"
Rudolf,1,0,"Roel,Roelof,Rolf,Rudi,Ruedi,Ruud"
Rudolph,1,1,Rudy
Rudy,1,1,Rudolph
Rue,1,1,
Rufina,0,1,
Rufino,1,0,
Rufus,1,1,
Rui,1,1,"Rodrigo,Ruy"
Rupert,1,1,"Robert,Ruprecht"
Ruperto,1,0,
Russ,1,0,Russell
Russel,1,1,
Russell,1,1,Russ
Rusty,1,1,
Rut,0,1,Ruth
Ruth,1,1,"Rut,Ruthie"
Ruthie,1,1,Ruth
Ruvim,1,0,
Ryan,1,1,Rian
Ryann,1,1,
Ryanne,0,1,Ryann
Ryder,1,1,
